ATTRIBUTE$Action:ObjectAttribute,picker,apple
ATTRIBUTE$Action:ObjectAttribute,fee,collect
ATTRIBUTE$Action:ObjectAttribute,game,hunter
ATTRIBUTE$Action:ObjectAttribute,house,paint
ATTRIBUTE$Action:ObjectAttribute,deficiency,vitamin
ATTRIBUTE$Action:ObjectAttribute,drink,wine
ATTRIBUTE$ObjectState(noun:noun),power,administrator
ATTRIBUTE$ObjectState(noun:noun),peace,armistice
ATTRIBUTE$ObjectState(noun:noun),austerity,ascetic
ATTRIBUTE$ObjectState(noun:noun),skinny,athlete
ATTRIBUTE$ObjectState(noun:noun),helpless,baby
ATTRIBUTE$ObjectState(noun:noun),grace,ballerina
ATTRIBUTE$ObjectState(noun:noun),innocence,child
ATTRIBUTE$ObjectState(noun:noun),youth,child
ATTRIBUTE$ObjectState(noun:noun),death,corpse
ATTRIBUTE$ObjectState(noun:noun),fear,coward
ATTRIBUTE$ObjectState(noun:noun),draft,development
ATTRIBUTE$ObjectState(noun:noun),wealth,entrepreneur
ATTRIBUTE$ObjectState(noun:noun),knowledge,expert
ATTRIBUTE$ObjectState(noun:noun),warmth,fire
ATTRIBUTE$ObjectState(noun:noun),aloof,forgetful
ATTRIBUTE$ObjectState(noun:noun),cold,ice
ATTRIBUTE$ObjectState(noun:noun),stupidity,idiot
ATTRIBUTE$ObjectState(noun:noun),illness,invalid
ATTRIBUTE$ObjectState(noun:noun),emotional,menopause
ATTRIBUTE$ObjectState(noun:noun),riches,millionaire
ATTRIBUTE$ObjectState(noun:noun),wealth,millionaire
ATTRIBUTE$ObjectState(noun:noun),chastity,nun
ATTRIBUTE$ObjectState(noun:noun),peace,pacifist
ATTRIBUTE$ObjectState(noun:noun),punishment,prisoner
ATTRIBUTE$ObjectState(noun:noun),insanity,psychotic
ATTRIBUTE$ObjectState(noun:noun),holiness,saint
ATTRIBUTE$ObjectState(noun:noun),intelligence,scholar
ATTRIBUTE$ObjectState(noun:noun),citizen,society
ATTRIBUTE$ObjectState(noun:noun),war,soldier
ATTRIBUTE$ObjectState(noun:noun),brightness,star
ATTRIBUTE$ObjectState(noun:noun),purity,virgin
ATTRIBUTE$ObjectState(noun:noun),victory,winner
ATTRIBUTE$Object:TypicalAction(noun.verb),use,addict
ATTRIBUTE$Object:TypicalAction(noun.verb),paint,artist
ATTRIBUTE$Object:TypicalAction(noun.verb),cry,baby
ATTRIBUTE$Object:TypicalAction(noun.verb),contain,bag
ATTRIBUTE$Object:TypicalAction(noun.verb),fight,boxer
ATTRIBUTE$Object:TypicalAction(noun.verb),cook,chef
ATTRIBUTE$Object:TypicalAction(noun.verb),rain,cloud
ATTRIBUTE$Object:TypicalAction(noun.verb),compute,computer
ATTRIBUTE$Object:TypicalAction(noun.verb),cure,doctor
ATTRIBUTE$Object:TypicalAction(noun.verb),bark,dog
ATTRIBUTE$Object:TypicalAction(noun.verb),close,door
ATTRIBUTE$Object:TypicalAction(noun.verb),explode,dynamite
ATTRIBUTE$Object:TypicalAction(noun.verb),teach,educator
ATTRIBUTE$Object:TypicalAction(noun.verb),burn,fire
ATTRIBUTE$Object:TypicalAction(noun.verb),swim,fish
ATTRIBUTE$Object:TypicalAction(noun.verb),beat,heart
ATTRIBUTE$Object:TypicalAction(noun.verb),dust,housekeeper
ATTRIBUTE$Object:TypicalAction(noun.verb),melt,ice
ATTRIBUTE$Object:TypicalAction(noun.verb),stab,knife
ATTRIBUTE$Object:TypicalAction(noun.verb),roar,lion
ATTRIBUTE$Object:TypicalAction(noun.verb),play,musician
ATTRIBUTE$Object:TypicalAction(noun.verb),sing,musician
ATTRIBUTE$Object:TypicalAction(noun.verb),preach,pastor
ATTRIBUTE$Object:TypicalAction(noun.verb),hop,rabbit
ATTRIBUTE$Object:TypicalAction(noun.verb),dig,shovel
ATTRIBUTE$Object:TypicalAction(noun.verb),learn,student
ATTRIBUTE$Object:TypicalAction(noun.verb),shine,sun
ATTRIBUTE$Object:TypicalAction(noun.verb),flip,switch
ATTRIBUTE$Object:TypicalAction(noun.verb),sew,tailor
ATTRIBUTE$Object:TypicalAction(noun.verb),grow,tree
ATTRIBUTE$Object:TypicalAction(noun.verb),flow,water
ATTRIBUTE$Object:TypicalAction(noun.verb),spill,water
ATTRIBUTE$Object:TypicalAction(noun.verb),crash,wave
CAUSE-PURPOSE$Action/Activity:Goal,promote,advertise
CAUSE-PURPOSE$Action/Activity:Goal,injure,assault
CAUSE-PURPOSE$Action/Activity:Goal,clean,bathe
CAUSE-PURPOSE$Action/Activity:Goal,live,breathe
CAUSE-PURPOSE$Action/Activity:Goal,shine,burnish
CAUSE-PURPOSE$Action/Activity:Goal,own,buy
CAUSE-PURPOSE$Action/Activity:Goal,eat,cook
CAUSE-PURPOSE$Action/Activity:Goal,arrive,drive
CAUSE-PURPOSE$Action/Activity:Goal,healthy,exercise
CAUSE-PURPOSE$Action/Activity:Goal,defend,fight
CAUSE-PURPOSE$Action/Activity:Goal,win,fight
CAUSE-PURPOSE$Action/Activity:Goal,seduce,flirt
CAUSE-PURPOSE$Action/Activity:Goal,burn,ignite
CAUSE-PURPOSE$Action/Activity:Goal,exercise,jog
CAUSE-PURPOSE$Action/Activity:Goal,study,learn
CAUSE-PURPOSE$Action/Activity:Goal,illumination,light
CAUSE-PURPOSE$Action/Activity:Goal,enjoy,listen
CAUSE-PURPOSE$Action/Activity:Goal,hear,listen
CAUSE-PURPOSE$Action/Activity:Goal,enjoy,play
CAUSE-PURPOSE$Action/Activity:Goal,possess,purchase
CAUSE-PURPOSE$Action/Activity:Goal,hold,reach
CAUSE-PURPOSE$Action/Activity:Goal,know,read
CAUSE-PURPOSE$Action/Activity:Goal,learn,read
CAUSE-PURPOSE$Action/Activity:Goal,exercise,run
CAUSE-PURPOSE$Action/Activity:Goal,kill,shoot
CAUSE-PURPOSE$Action/Activity:Goal,purchase,shop
CAUSE-PURPOSE$Action/Activity:Goal,rest,sleep
CAUSE-PURPOSE$Action/Activity:Goal,punish,spank
CAUSE-PURPOSE$Action/Activity:Goal,communicate,speak
CAUSE-PURPOSE$Action/Activity:Goal,express,speak
CAUSE-PURPOSE$Action/Activity:Goal,hungry,starving
CAUSE-PURPOSE$Action/Activity:Goal,gain,steal
CAUSE-PURPOSE$Action/Activity:Goal,learn,study
CAUSE-PURPOSE$Action/Activity:Goal,shorten,trim
CAUSE-PURPOSE$Action/Activity:Goal,clean,wash
CAUSE-PURPOSE$Action/Activity:Goal,earn,work
CAUSE-PURPOSE$Agent:Goal,fix,addict
CAUSE-PURPOSE$Agent:Goal,fire,arsonist
CAUSE-PURPOSE$Agent:Goal,space,astronaut
CAUSE-PURPOSE$Agent:Goal,championship,athlete
CAUSE-PURPOSE$Agent:Goal,medal,athlete
CAUSE-PURPOSE$Agent:Goal,record,athlete
CAUSE-PURPOSE$Agent:Goal,meal,chef
CAUSE-PURPOSE$Agent:Goal,heaven,christian
CAUSE-PURPOSE$Agent:Goal,applause,dancer
CAUSE-PURPOSE$Agent:Goal,wellness,doctor
CAUSE-PURPOSE$Agent:Goal,food,farmer
CAUSE-PURPOSE$Agent:Goal,harvest,farmer
CAUSE-PURPOSE$Agent:Goal,millionaire,gambler
CAUSE-PURPOSE$Agent:Goal,prey,hunter
CAUSE-PURPOSE$Agent:Goal,justice,lawyer
CAUSE-PURPOSE$Agent:Goal,sex,man
CAUSE-PURPOSE$Agent:Goal,reconciliation,mediator
CAUSE-PURPOSE$Agent:Goal,babies,midwife
CAUSE-PURPOSE$Agent:Goal,applause,musician
CAUSE-PURPOSE$Agent:Goal,portrait,painter
CAUSE-PURPOSE$Agent:Goal,health,patient
CAUSE-PURPOSE$Agent:Goal,office,politician
CAUSE-PURPOSE$Agent:Goal,finish,runner
CAUSE-PURPOSE$Agent:Goal,dress,seamstress
CAUSE-PURPOSE$Agent:Goal,contract,singer
CAUSE-PURPOSE$Agent:Goal,degree,student
CAUSE-PURPOSE$Agent:Goal,graduation,student
CAUSE-PURPOSE$Agent:Goal,graduation,students
CAUSE-PURPOSE$Agent:Goal,trophy,team
CAUSE-PURPOSE$Agent:Goal,destination,traveler
CAUSE-PURPOSE$Agent:Goal,salary,workers
CAUSE-PURPOSE$Cause:CompensatoryAction,yell,anger
CAUSE-PURPOSE$Cause:CompensatoryAction,breathe,anxiety
CAUSE-PURPOSE$Cause:CompensatoryAction,scheme,avarice
CAUSE-PURPOSE$Cause:CompensatoryAction,clumsiness,carefully
CAUSE-PURPOSE$Cause:CompensatoryAction,carefully,clumsiness
CAUSE-PURPOSE$Cause:CompensatoryAction,shiver,coldness
CAUSE-PURPOSE$Cause:CompensatoryAction,flee,danger
CAUSE-PURPOSE$Cause:CompensatoryAction,bathe,dirty
CAUSE-PURPOSE$Cause:CompensatoryAction,drunk,dizzy
CAUSE-PURPOSE$Cause:CompensatoryAction,blush,embarrassed
CAUSE-PURPOSE$Cause:CompensatoryAction,fill,emptiness
CAUSE-PURPOSE$Cause:CompensatoryAction,exercise,fat
CAUSE-PURPOSE$Cause:CompensatoryAction,scream,fright
CAUSE-PURPOSE$Cause:CompensatoryAction,smile,happiness
CAUSE-PURPOSE$Cause:CompensatoryAction,sweat,heat
CAUSE-PURPOSE$Cause:CompensatoryAction,skip,joy
CAUSE-PURPOSE$Cause:CompensatoryAction,socialize,loneliness
CAUSE-PURPOSE$Cause:CompensatoryAction,flee,murderer
CAUSE-PURPOSE$Cause:CompensatoryAction,sweat,nervousness
CAUSE-PURPOSE$Cause:CompensatoryAction,exercise,obesity
CAUSE-PURPOSE$Cause:CompensatoryAction,treatment,pain
CAUSE-PURPOSE$Cause:CompensatoryAction,illness,poison
CAUSE-PURPOSE$Cause:CompensatoryAction,cry,sadness
CAUSE-PURPOSE$Cause:CompensatoryAction,rest,sick
CAUSE-PURPOSE$Cause:CompensatoryAction,sing,song
CAUSE-PURPOSE$Cause:CompensatoryAction,drink,thirst
CAUSE-PURPOSE$Cause:CompensatoryAction,drink,thirsty
CAUSE-PURPOSE$Cause:CompensatoryAction,rest,tiredness
CAUSE-PURPOSE$Cause:Effect,damage,accident
CAUSE-PURPOSE$Cause:Effect,cleanliness,bath
CAUSE-PURPOSE$Cause:Effect,sneeze,cold
CAUSE-PURPOSE$Cause:Effect,hole,digging
CAUSE-PURPOSE$Cause:Effect,anger,disagreement
CAUSE-PURPOSE$Cause:Effect,sickness,disease
CAUSE-PURPOSE$Cause:Effect,fullness,eating
CAUSE-PURPOSE$Cause:Effect,expertise,education
CAUSE-PURPOSE$Cause:Effect,fatigue,exercise
CAUSE-PURPOSE$Cause:Effect,fitness,exercise
CAUSE-PURPOSE$Cause:Effect,confidence,experience
CAUSE-PURPOSE$Cause:Effect,damage,explosion
CAUSE-PURPOSE$Cause:Effect,burns,fire
CAUSE-PURPOSE$Cause:Effect,fullness,food
CAUSE-PURPOSE$Cause:Effect,sickness,germs
CAUSE-PURPOSE$Cause:Effect,stress,headache
CAUSE-PURPOSE$Cause:Effect,warmth,heater
CAUSE-PURPOSE$Cause:Effect,injury,hit
CAUSE-PURPOSE$Cause:Effect,discomfort,illness
CAUSE-PURPOSE$Cause:Effect,pain,injury
CAUSE-PURPOSE$Cause:Effect,study,learning
CAUSE-PURPOSE$Cause:Effect,grief,loss
CAUSE-PURPOSE$Cause:Effect,answer,question
CAUSE-PURPOSE$Cause:Effect,boredom,repetition
CAUSE-PURPOSE$Cause:Effect,sweat,run
CAUSE-PURPOSE$Cause:Effect,tears,sadness
CAUSE-PURPOSE$Cause:Effect,pregnancy,sex
CAUSE-PURPOSE$Cause:Effect,cleanliness,showering
CAUSE-PURPOSE$Cause:Effect,germinate,sow
CAUSE-PURPOSE$Cause:Effect,response,stimulus
CAUSE-PURPOSE$Cause:Effect,headache,stress
CAUSE-PURPOSE$Cause:Effect,learning,study
CAUSE-PURPOSE$Cause:Effect,energy,sugar
CAUSE-PURPOSE$Cause:Effect,odor,sweating
CAUSE-PURPOSE$Cause:Effect,sleep,tiredness
CAUSE-PURPOSE$Cause:Effect,tears,tragedy
CAUSE-PURPOSE$Cause:Effect,sweat,workout
CAUSE-PURPOSE$Cause:Effect,anger,yelling
